,x,y,idEditais,autuado,nrEdital,anoEdital,siglaLicitante,nomeLicitante,dtPublicacao,nrDodf,anoDodf,dtAbertura,modalidadeLicitacao,vrEstimado,prazo,prazoAbertura,tpPrazo,ementaObj,descObjeto,nrgdf,anogdf,classifObjeto,label
0,-4.258038,-6.457968,1,NÃO,4,2013,NOVACAP,Companhia Urbanizadora da Nova Capital do Brasil,2013-03-05,46.0,2013.0,2013-04-09 00:00:00,CONCORRÊNCIA,2024613.21,270.0,24.0,DIAS,LIMPEZA BR-060 SAMAMBAIA,"AVISO DE LICITAÇÃO
Concorrência nº 04/2013 ASCAL/PRES do tipo menor preço unitário, para execução de
limpeza, desassoreamento, regularização e compactação, fornecimento e assentamento de placas
de concreto, gabiões e alambrado e plantio de grama, no lançamento nº 05, localizado às
margens da BR 060, em Samambaia - DF. processo nº 112.001.538/2012 Valor estimado da
contratação: R$ 2.024.613,21 - Fonte de Recursos: Programa de Trabalho 15.451.6208.5695.0001
? Elaboração de projetos e execução de obras de prevenção, controle e combate à erosão Distrito
Federal, conforme Declaração de Orçamento às fls. 67 dos autos - Prazo de Execução: 180
(cento e oitenta) dias corridos ? Prazo de Vigência: 270 (duzentos e setenta) dias corridos. Data e
horário de realização da licitação: 09/04/2013 ? às 09:00h. A Assessoria de Cadastro e Licitação
da NOVACAP torna público aos interessados que realizará a licitação acima na data e horário
indicados, na Sala de Licitações da ASCAL/PRES, sito no Setor de Áreas Públicas,",,,SERVIÇOS DE ENGENHARIA (OUTROS),Unlabeled
1,-8.128857,-9.762171,2,NÃO,56,2013,CEB,Companhia Energética de Brasília,2013-03-01,44.0,2013.0,2013-03-15 00:00:00,PREG?O ELETR?NICO,904333.34,12.0,10.0,MESES,AQUISIÇÃO BANCO DE DADOS ORACLE,"Aquisição de infraestrutura de servidores
destinados a hospedagem de banco de dados Oracle",,,AQUISIÇÃO (OUTROS),Unlabeled
2,-7.165379,-9.218271000000001,3,NÃO,16,2012,SEE,Secretaria de Estado de Educação,2013-03-04,45.0,2013.0,2013-03-14 00:00:00,PREG?O ELETR?NICO,106400.0,,8.0,DIAS,CONTRATAÇÃO MINISTRAR CURSOS,Contratação por demanda de empresa especializada para a prestação de serviços de ministrar cursos a,,,AQUISIÇÃO (OUTROS),Unlabeled
3,-6.0829415000000004,-6.082571499999999,4,NÃO,10,2012,SEE,Secretaria de Estado de Educação,2013-03-04,45.0,2013.0,2013-04-04 00:00:00,CONCORRÊNCIA,4084138.25,,22.0,DIAS,COBERTURAS DE QUADRAS POLIESPORTIVAS,"CONCORRÊNCIA Nº 10/2012.
A COMISSÃO PERMANENTE DE LICITAÇÃO, DA SUBSECRETARIA DE ADMINISTRAÇÃO
GERAL, DA SECRETARIA DE ESTADO DE EDUCAÇÃO DO DISTRITO FEDERAL,
comunica aos interessados a abertura da Concorrência em epígrafe que trata da contratação de
empresa especializada para construção de 15 (quinze) coberturas de quadras poliesportivas padrão
FNDE 19x33m em quadras existentes no Centro de Ensino Fundamental 07 de Brasília, Centro de
Ensino Médio Asa Norte, Centro de Ensino Médio 02 de Planaltina, Centro Educacional Pompílio
Marques de Souza, Centro de Educação Profissional de Saúde de Planaltina, Centro de Ensino
Fundamental 03 do Paranoá, Escola Classe 04 do Paranoá, Centro de Ensino Fundamental 01 do
Núcleo Bandeirante, Centro de Ensino Médio 01 do Núcleo Bandeirante, Escola Classe 03 do Núcleo
Bandeirante, Centro de Ensino Fundamental 01 do Lago Norte, Centro Educacional do Lago
Norte, Escola Classe 02 da Candangolândia, Escola Classe 01 do Riacho Fundo II, Escola Classe
do Varjão, dividido",,,OBRA DE ENGENHARIA (OUTROS),Unlabeled
4,-7.8079667,-9.5644245,5,NÃO,10,2013,SEAGRI,"Secretaria de Estado da Agricultura, Abastecimento e Desenvolvimento Rural",2013-04-01,66.0,2013.0,2013-04-15 00:00:00,PREG?O ELETR?NICO,20353.48,12.0,9.0,MESES,CAPACITAÇÃO FUNCIONAL,Contratação de serviços de entidade sem fins lucrativos especializada na capacitação profissional de,,,SERVIÇOS (OUTROS),Unlabeled
5,-8.375015,-9.611499,7,NÃO,7,2013,SEF,Sec. de Estado de Fazenda,2013-04-01,66.0,2013.0,2013-04-12 00:00:00,PREG?O ELETR?NICO,20833.33,12.0,8.0,MESES,RECARGA DE EXTINTORES DE INCÊNDIO,"Contratação de empresa especializada em recarga
de extintores de incêndio dos tipos Gás Carbônico (",,,AQUISIÇÃO (OUTROS),Unlabeled
6,16.390263,-9.262504,8,NÃO,9,2013,TERRACAP,Companhia Imobiliária de Brasília,2013-04-18,80.0,2013.0,2013-04-30 00:00:00,PREGÃO PRESENCIAL,39360.13,12.0,11.0,MESES,PEÇAS PARA VEÍCULOS,Aquisição de materiais para serem utilizados nos veículos de propriedade da Terracap,,,AQUISIÇÃO (OUTROS),Unlabeled
7,-19.649038,-15.195032999999999,9,NÃO,2,2013,BRB,Banco de Brasília S/A,2013-04-18,80.0,2013.0,2013-05-07 00:00:00,PREG?O ELETR?NICO,105000.0,12.0,12.0,MESES,FERRAMENTA DE GESTÃO ELETRÔNICA DE DOCUMENTOS,"AVISO DE PREGÃO ELETRÔNICO Nº 02/2013.
O BRB - BANCO DE BRASÍLIA S/A, Torna Público a data de realização do Pregão Eletrônico
nº 02/2013. Data, horário e endereço eletrônico para abertura: 07/05/2013, às 15h, www.
comprasnet.gov.br. Objeto: prestação de serviços de elaboração de Termo de Referência, para
implementação de ferramenta de Gestão Eletrônica de Documentos ? GED conforme condições
e especificações constantes deste Edital e seus Anexos. Valor estimado: R$105.000,00 (cento
e cinco mil reais). Local de obtenção do edital: www.comprasnet.gov.br. Processo: 620/2012.
ERIEL STRIEDER
Pregoeiro",,,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,Unlabeled
8,-5.0454044,-8.537882000000002,10,NÃO,12,2013,NOVACAP,Companhia Urbanizadora da Nova Capital do Brasil,2013-04-01,66.0,2013.0,2013-05-25 00:00:00,CONCORRÊNCIA,422620.26,12.0,30.0,MESES,CONSULTORIA AVALIAÇÃO DAS ESTRUTURAS,Contratação de empresas de consultoria especializadas para Avaliação das Estruturas e Elaboração de,,,SERVIÇOS DE CONSULTORIA,Unlabeled
9,-4.4128942,-6.9066234,11,NÃO,15,2013,NOVACAP,Companhia Urbanizadora da Nova Capital do Brasil,2013-04-18,80.0,2013.0,2013-06-06 00:00:00,CONCORRÊNCIA,7166725.66,12.0,49.0,MESES,SERVIÇOS DE CERTIFICAÇÃO DE OBRA,"AVISO DE LICITAÇÃO
Concorrência nº 15/2013 ? ASCAL/PRES ? do tipo técnica e preço, para contratação de empresa
especializada para execução de serviços de certificação de qualidade na execução de pavimento,
relativos às obras de engenharia viária das vias urbanas do Distrito Federal, bem como das rodovias
que se encontram sob a jurisdição do Departamento de Estradas e Rodagem do Distrito Federal-
DER ?DF, com base no atendimento as normas de qualidade ? processo 110.000.481/2012
? valor estimado da contratação: R$ 7.166.725,66 - Fonte de Recursos: Programa de Trabalho:
15.451.6208.3615.0009 ? Manutenção e Conservação Urbanística ? Programa de Controle de
Qualidade ? Distrito Federal, conforme declaração de orçamento de fls. 85 dos autos - Prazo
de Execução: 360 (trezentos e sessenta) dias corridos e Prazo de Vigência: 450 - (quatrocentos
e cinquenta) dias corridos. Data e horário de realização da licitação: 06 de junho de 2013 ? às
15h. A Assessoria de Cadastro e Licitação da NOVACAP, Torna Público",,,SERVIÇOS DE CONSULTORIA,Unlabeled
10,-7.890689,-9.434056,12,NÃO,85,2013,CEB,Companhia Energética de Brasília,2013-04-01,66.0,2013.0,2013-04-11 00:00:00,PREG?O ELETR?NICO,4726107.04,10.0,7.0,MESES,IMPLANTAÇÃO E LIGAÇÃO DE POSTE MONOFÁSICO,Contratação de serviços de implantação e ligação de poste padrão econômico monofásico e retirada de,,,SERVIÇOS DE ENGENHARIA (OUTROS),Unlabeled
11,-6.5597057,-20.890373,13,NÃO,65,2013,SES,Secretaria  de Estado de Saúde do Distrito Federal,2013-04-01,66.0,2013.0,2013-04-11 00:00:00,PREG?O ELETR?NICO,420000.0,12.0,7.0,MESES,SERVIÇO DE TERAPIA HIPERBÁRICA,"PREGÃO ELETRÔNICO Nº 65/2013.
Objeto: Contratação de empresa especializada para prestação de serviço de Terapia Hiperbárica
para atendimento da demanda da rede SES/DF, conforme especificações e quantitativos constantes
do Anexo I do Edital. Processo 060.004.452/2011. Total de Itens Licitados: 01. Valor
Total Estimado: R$ 420.000,00. Edital: 1º/04/2013 de 08h às 12h e de 14h às 17h. Entrega das
Propostas: a partir de 1º/04/2013 às 08h no site www.comprasnet.gov.br. Abertura das Propostas:
11/04/2013 às 10h no site www.comprasnet.gov.br. Informações Gerais: O Edital encontra-se
disponibilizado sem ônus, no sítio: www.comprasnet.gov.br e no endereço: SAIN ? Setor de
Áreas Isoladas Norte ? Parque Rural s/nº - Asa Norte ? Bloco ?A?, 1º andar, sala 124, Central
de Compras da SUAG/SES, CEP 70770-200, Brasília/DF.
SYLVIA HELENA VASCONCELOS MENDES PÊGAS
Pregoeira",,,SERVIÇOS (OUTROS),Unlabeled
12,-7.8920574000000006,-9.624145500000001,14,NÃO,66,2013,SES,Secretaria  de Estado de Saúde do Distrito Federal,2013-04-01,66.0,2013.0,2013-04-11 00:00:00,PREG?O ELETR?NICO,539768.3,12.0,7.0,MESES,CORTINAS DE PVC,Cortina,,,SERVIÇOS (OUTROS),Unlabeled
13,-6.506863,-20.937122,15,NÃO,67,2013,SES,Secretaria  de Estado de Saúde do Distrito Federal,2013-04-01,66.0,2013.0,2013-04-11 00:00:00,PREG?O ELETR?NICO,77399.0,12.0,7.0,MESES,PNEU PARA AMBULANCIAS DO SAMU,"4.946.616,70 Edital: 02/04/2013 de 08 h às 12h e de 14h às 17h. Entrega das Propostas: a partir
de 02/04/2013 às 08h no site www.comprasnet.gov.br. Abertura das Propostas: 12/04/2013 às
10h no site www.comprasnet.gov.br. Informações Gerais: O Edital encontra-se disponibilizado
sem ônus, no sítio: www.comprasnet.gov.br e no endereço: SAIN ? Setor de Áreas Isoladas
Norte ? Parque Rural s/nº - Asa Norte ? Bloco ?A?, 1º andar, sala 124, Central de Compras da
SUAG/SES, CEP 70770-200, Brasília/DF.
ÉRICA NEGRYS OLIVEIRA SANTOD
Pregoeira",,,AQUISIÇÃO (OUTROS),Unlabeled
