,x,y,idEditais,autuado,nrEdital,anoEdital,siglaLicitante,nomeLicitante,dtPublicacao,nrDodf,anoDodf,dtAbertura,modalidadeLicitacao,vrEstimado,prazo,prazoAbertura,tpPrazo,ementaObj,descObjeto,nrgdf,anogdf,classifObjeto,label
0,-1.4876125,-8.234624,1543,SIM,10,2013,DER-DF,Departamento de Estrada de Rodagem,2014-07-24,150.0,2014.0,2014-08-11 00:00:00,CONCORRÊNCIA,11567248.03,,28.0,DIAS,DF-131-IMPLANTAÇÃO DE PAVIMENTO - SUSPENSÃO,"AVISO DE LICITAÇÃO
CONCORRÊNCIA Nº 10/2013
Processo: 113.0013235/2013.
Modalidade/Número: Concorrência nº 010/2013.
Tipo: Menor Preço.
Objeto: DF-131-implantação de pavimento.
Valor Estimado (R$): R$ 11.567.248,03
Dotação Orçamentária: A despesa correrá à conta do Programa de Trabalho:
26.782.6216.1475.1199-pavimentação da DF-131, fontes: 100.
Prazo Execução: 180 dias consecutivos
Data/Hora Recebimento
e Abertura: 09/12/2013 ás 10h00min
Contatos: Fone (61) 3342-2083
Local de Realização: SAM, Lote ""C"", Edifício Sede do DER/DF, 2º andar, sala 208,
Comissão Julgadora de Permanente - CJP
Retirada do Edital e Anexos:
Gerência de Licitações/GELIC, Edifício Sede do DER/DF, 1º
andar, sala 102, localizado no SAM, Lote ""C"", Brasília ? DF,
mediante pagamento de taxa, ou no endereço eletrônico www.
der.df.gov.br, gratuitamente.
Brasília, 30 de outubro de 2013.
CÉLIA MARIA SIQUEIRA LEAL
Diretora de Materiais e Serviços


AVISO DE ADIAMENTO
CONCORRÊNCIA Nº 10/2013.
Processo: 113.0013235/2013
Mod",,,OBRA DE ENGENHARIA (OUTROS),Unlabeled
1,-24.411036,3.0635135,1724,SIM,262,2014,SES,Secretaria  de Estado de Saúde do Distrito Federal,2014-07-24,150.0,2014.0,2014-08-05 00:00:00,REGISTRO DE PREÇOS (PREGÃO ELETRÔNICO),8148844.0,,12.0,DIAS,"MEDICAMENTOS TIGECICLINA, NITROFURANTOÍNA E OUTROS","PREGÃO ELETRÔNICO POR SRP Nº 262/2014
Objeto: Registro de Preços para eventual aquisição de medicamentos pela Secretaria de Estado
de Saúde do Distrito Federal, conforme especificações e quantitativos constantes no Anexo I do
Edital. Processo nº: 060.000.041/2014. Total de 09 itens. Valor Total Estimado: R 8.148.844,00.
Edital: 24/07/2014 de 8h às 12h e de 14h às 17h. Entrega das Propostas: a partir de 24/07/2014
às 8h no site http://www.comprasgovernamentais.gov.br. Abertura das Propostas:
05/08/2014 às 08hs no site http://www.comprasgovernamentais.gov.br. Informações Gerais: O Edital encontra-se disponibilizado sem ônus, no sítio:
http://www.comprasgovernamentais.gov.br
ou com ônus
no endereço:
SAIN ? Setor de Áreas Isoladas Norte ? Parque Rural s/nº - Asa Norte ? Bloco
?A?, 1° andar, sala 83/124, Central de Compras da SUAG/SES, CEP 70770-200, Brasília/DF.
PRISCILLA MOREIRA FALCÃO
Pregoeira


AVISO DE ALTERAÇÃO
PREGÃO ELETRÔNICO POR SRP Nº 262/2014.
A Secretaria de Estado de Saúde do Distr",,,AQUISIÇÃO DE MEDICAMENTOS E PRODUTOS HOSPITALARES,Unlabeled
2,-7.3712606,-2.8679862000000003,1803,SIM,4,2014,SEE,Secretaria de Estado de Educação,2014-04-09,71.0,2014.0,2014-04-23 00:00:00,PREG?O ELETR?NICO,34945285.2,30.0,14.0,MESES,TRANSPORTE ESCOLAR - SOBRADINHO,"AVISO DE LICITAÇÃO
PREGÃO ELETRÔNICO Nº 04/2014.
Objeto: contratação de empresa especializada em transporte de pessoas para prestação de serviço de transporte escolar aos alunos da Rede Pública de Ensino do DF, para atender a região de Sobradinho, no valor unitário do Km rodado de R$ 13,66 (treze reais e sessenta e seis centavos) e valor global para 30 (trinta) meses de R$ 34.945.285,20 (trinta e quatro milhões novecentos e quarenta e cinco mil duzentos e oitenta e cinco reais e vinte centavos), conforme especificações e condições constantes no Edital e seus anexos, com data e horário marcada para abertura do certame às 14h00min do dia 23 de abril de 2014, objeto do Procedimento Administrativo 080.00334/2014. O Edital poderá ser retirado exclusivamente no endereço eletrônico www.comprasnet.gov.br, Informações referentes ao cadastro para participação e demais procedimentos serão obtidas através do endereço www.comprasnet.gov.br. Brasília/DF.
Brasília/DF, 08 de abril de 2013.
JOSEMAR SALVIANO DA SILVA
Preg",,,SERVIÇOS (OUTROS),Unlabeled
3,-2.148456,-2.1894419999999997,2115,NÃO,103,2013,NOVACAP,Companhia Urbanizadora da Nova Capital do Brasil,2014-01-03,2.0,2014.0,2014-01-16 00:00:00,PREG?O ELETR?NICO,340000.0,,13.0,DIAS,ROLOS COMPACTADORES VIBRATÓRIOS E CARRETAS,"PREGÃO ELETRÔNICO Nº 103/2013.
A COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL - NOVACAP torna
público que realizará Pregão Eletrônico nº 103/2013 ? ASCAL/PRES ? do tipo menor preço ? por
lote, para aquisição de rolos compactadores vibratórios e carretas transportadoras, destinados a
implantação e manutenção de vias públicas, conforme especificações e quantitativos constantes
do Projeto Básico ? (Anexo I do Edital) - Valor estimado da contratação R$ 340.000,00 ? Processo
112.004.683/2013 ? Prazo de entrega: 60 (sessenta) dias corridos e prazo de vigência do
contrato: 150 (cento e cinquenta) dias corridos. Data final para recebimento das propostas: 16
de janeiro de 2014 - às 09:00h. Início da Sessão de disputa: 16 de janeiro de 2014 ? às 09:15h.
O Edital e seus anexos poderão ser retirados exclusivamente no site www.licitacoes-e.com.br
a partir do dia 06 de janeiro de 2014. Contatos e informações poderão ser obtidos por meio do
telefone (061) 3403-2322 e email pregão.eletronico@novacap.df.gov.br",,,AQUISIÇÃO (OUTROS),Unlabeled
4,-2.1307645,-2.1602879,2116,NÃO,104,2013,NOVACAP,Companhia Urbanizadora da Nova Capital do Brasil,2014-01-03,2.0,2014.0,2014-01-16 00:00:00,PREG?O ELETR?NICO,249510.67,,13.0,DIAS,EQUIPAMENTOS DE TOPOGRAFIA E ACESSÓRIOS,"PREGÃO ELETRÔNICO Nº 104/2013 - PARA REGISTRO DE PREÇOS.
A COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL - NOVACAP torna
público que realizará Pregão Eletrônico nº 104/2013 ? ASCAL/PRES ? do tipo menor preço ? por
lote, para Registro de Preços - objetivando a aquisição de equipamentos de topografia e acessórios,
software de processamento de levantamentos topográficos e projetos de vias, conforme especificações
e quantitativos constantes do Termo de Referência (Anexo I do Edital) - Valor estimado
da contratação R$ 249.510,67 ? Processo 112.002.739/2013 ? Validade do Registro de Preços
12 (doze) meses, Prazo de entrega: conforme determinado no item 7 do Termo de Referência e
prazo de vigência Contrato: 90 (noventa) dias corridos + prazo de entrega. Data final para recebimento
das propostas: 16 de janeiro de 2014 - às 14:00h. Início da Sessão de disputa: 16 de
janeiro de 2014 ? às 14:15h. O Edital e seus anexos poderão ser retirados exclusivamente no site
www.licitacoes-e.com.br a partir do dia 06",,,AQUISIÇÃO (OUTROS),Unlabeled
5,-17.744464999999995,-7.0236845,2117,NÃO,204,2013,CEB,Companhia Energética de Brasília,2014-01-03,2.0,2014.0,2014-01-20 00:00:00,PREG?O ELETR?NICO,425945.3,,17.0,DIAS,BRAÇO - PORCA- PARAFUSO ? ARRUELA ? E OUTROS,"AVISOS DE LICITAÇÕES
PREGÃO ELETRONICO DE MATERIAIS Nº P00204/2013.
Processo: 310.005.113/2013. Tipo: menor preço. AQUISIÇÃO DE BRAÇO - PORCA- PARAFUSO
? ARRUELA ? SAPATILHA ? AFASTADOR ? SUPORTE ? DE GRAUAÇO ? CANTONEIRA
? ARMAÇÃO ? ESTRIBO - CINTA AÇO ? PINO - MÃO FRANCESA E SELA.
Abertura: 20/01/2014, às 10h00min. Prazo de Execução e vigência: 90(noventa) dias e 30 (trinta)
dias. Valor Global Estimado: R$ 425.945,30. Dotação Orçamentária: R$ 207.333.767,00 e R$
105.355.755,00. Unidade Orçamentária: 22.211. Programa de Trabalho: 6004 e 6209. Natureza
de Despesa: 33 e 44. Fonte de Recurso: 510. O Edital poderá ser adquirido no Portal de Compras
(http://compras.ceb.com.br). Demais informações: 3465-9317/9018.
Brasília/DF, 02 de janeiro de 2014.
MARCELO ANDRADE CRUZ
Presidente CPL

CANCELAMENTO DE AVISOS DE LICITAÇÃO
PREGÃO ELETRÔNICO Nº P00204/2013, P00207/2013, P00209/2013 e P00212/2013.
A CEB Distribuição S/A, por meio da CPL, localizada no Setor de Indústria e Abastecimento
? SIA, Área de",,,AQUISIÇÃO (OUTROS),Unlabeled
6,-17.754967,-7.018289599999999,2118,NÃO,209,2013,CEB,Companhia Energética de Brasília,2014-01-03,2.0,2014.0,2014-01-15 00:00:00,PREG?O ELETR?NICO,673898.12,,12.0,DIAS,TERMINAL ? PLUG -EMENDA E T BÁSICO BLINDADO,"PREGÃO ELETRONICO DE MATERIAIS Nº P00209/2013.
Processo: 310.005.167/2013. Tipo: menor preço. AQUISIÇÃO DE TERMINAL ? PLUG
-EMENDA E T BÁSICO BLINDADO. Abertura: 15/01/2014, às 10h00min. Prazo de Execução
e vigência: 90 (noventa) dias e mais 30 (trinta) dias corridos após a última entrega. Valor Global
Estimado: R$ 673.898,12. Dotação Orçamentária: R$ 105.355.755,00 e R$ 207.333.767,00.
Unidade Orçamentária: 22.211. Programa de Trabalho: 6004 e 6209. Natureza de Despesa: 33 e
44. Fonte de Recurso: 510. O Edital poderá ser adquirido no Portal de Compras (http://compras.
ceb.com.br). Demais informações: 3465-9317/9018.
Brasília/DF, 02 de janeiro de 2014.
MARCELO ANDRADE CRUZ
Presidente CPL

CANCELAMENTO DE AVISOS DE LICITAÇÃO
PREGÃO ELETRÔNICO Nº P00204/2013, P00207/2013, P00209/2013 e P00212/2013.
A CEB Distribuição S/A, por meio da CPL, localizada no Setor de Indústria e Abastecimento
? SIA, Área de Serviço Público S/N, Lote C, Bloco B, Sala 07, Guará, Brasília-DF, torna sem
efeito as publicaç",,,AQUISIÇÃO (OUTROS),Unlabeled
7,-17.762125,-7.011280999999999,2119,NÃO,207,2013,CEB,Companhia Energética de Brasília,2014-01-03,2.0,2014.0,2014-01-16 00:00:00,PREG?O ELETR?NICO,101000.0,,13.0,DIAS,PLACA EM CONCRETO ARMADO PARA PROTEÇÃO,"PREGÃO ELETRONICO DE MATERIAIS Nº P00207/2013.
Processo: 310.005.112/2013. Tipo: menor preço. AQUISIÇÃO DE PLACA EM CONCRETO
ARMADO PARA PROTEÇÃO DE BANCO DE DUTOS. Abertura: 16/01/2014, às 10h00min.
Prazo de Execução e vigência: 150 (cento e cinquenta) dias e mais 30 (trinta) dias corridos
após a última entrega. Valor Global Estimado: R$ 101.000,00. Dotação Orçamentária: R$
105.355.755,00. Unidade Orçamentária: 22.211. Programa de Trabalho: 6004. Natureza de
Despesa: 33. Fonte de Recurso: 510. O Edital poderá ser adquirido no Portal de Compras (http://
compras.ceb.com.br). Demais informações: 3465-9317/9018.
Brasília/DF, 02 de janeiro de 2014.
MARCELO ANDRADE CRUZ
Presidente CPL

CANCELAMENTO DE AVISOS DE LICITAÇÃO
PREGÃO ELETRÔNICO Nº P00204/2013, P00207/2013, P00209/2013 e P00212/2013.
A CEB Distribuição S/A, por meio da CPL, localizada no Setor de Indústria e Abastecimento
? SIA, Área de Serviço Público S/N, Lote C, Bloco B, Sala 07, Guará, Brasília-DF, torna sem
efeito as publicações dos",,,AQUISIÇÃO (OUTROS),Unlabeled
8,-17.728039000000006,-7.0269947,2120,NÃO,212,2013,CEB,Companhia Energética de Brasília,2014-01-03,2.0,2014.0,2014-01-17 00:00:00,PREG?O ELETR?NICO,309165.0,,14.0,DIAS,HASTE TERRA E HASTE DE AÇO,"PREGÃO ELETRONICO DE MATERIAIS Nº P00212/2013.
Processo: 310.005.166/2013. Tipo: menor preço. AQUISIÇÃO DE HASTE TERRA E HASTE
DE AÇO. Abertura: 17/01/2014, às 10h00min. Prazo de Execução e vigência: 120 (cento e
vinte) dias e mais 30 (trinta) dias corridos após a última entrega. Valor Global Estimado: R$
309.165,00. Dotação Orçamentária: R$ 105.355.755,00 e R$ 207.333.767,00. Unidade Orçamentária:
22.211. Programa de Trabalho: 6004 e 6209. Natureza de Despesa: 33 e 44. Fonte de
Recurso: 510. O Edital poderá ser adquirido no Portal de Compras (http://compras.ceb.com.br).
Demais informações: 3465-9317/9018.
Brasília/DF, 02 de janeiro de 2014.
MARCELO ANDRADE CRUZ
Presidente CPL

CANCELAMENTO DE AVISOS DE LICITAÇÃO
PREGÃO ELETRÔNICO Nº P00204/2013, P00207/2013, P00209/2013 e P00212/2013.
A CEB Distribuição S/A, por meio da CPL, localizada no Setor de Indústria e Abastecimento
? SIA, Área de Serviço Público S/N, Lote C, Bloco B, Sala 07, Guará, Brasília-DF, torna sem
efeito as publicações dos pre",,,AQUISIÇÃO (OUTROS),Unlabeled
9,-20.648998000000002,7.092714,2121,NÃO,1,2014,SES,Secretaria  de Estado de Saúde do Distrito Federal,2014-01-03,2.0,2014.0,2014-01-15 00:00:00,PREG?O ELETR?NICO,1640000.0,,12.0,DIAS,MOTOCICLETAS DE USO MISTO (MOTOLÂNCIA),"AVISO DE REABERTURA
PREGÃO ELETRÔNICO POR SRP Nº 01/2014.
Objeto: Registro de Preços para aquisição de Motocicletas de uso misto (Motolância) para compor
a frota de veículos do SAMU 192-DF da Secretaria de Estado de Saúde do Distrito Federal,
conforme especificações e quantitativos constantes no Termo de Referência, ANEXO I, do Edital.
Processo nº: 060.006.058/2012. Total de 01 item. Valor Total Estimado R$ 1.640.000,00. Edital:
03/01/2014 de 08h às 12h e de 14h às 17h. Entrega das Propostas: a partir de 03/01/2014 às 08h
no site www.comprasnet.gov.br. Abertura das Propostas: 15/01/2014 às 08:30h no site www.
comprasnet.gov.br. Informações Gerais: O Edital encontra-se disponibilizado sem ônus, no sítio:
www.comprasnet.gov.br e com ônus no endereço: SAIN ? Setor de Áreas Isoladas Norte ? Parque
Rural s/nº - Asa Norte ? Bloco ?A?, 1° andar, sala 83/124, Central de Compras da SUAG/SES,
CEP 70770-200, Brasília/DF.
CERIZE HELENA SOUZA SALES
Pregoeira",,,AQUISIÇÃO (OUTROS),Unlabeled
10,-20.624326999999997,7.0019984,2122,NÃO,2,2014,SES,Secretaria  de Estado de Saúde do Distrito Federal,2014-01-03,2.0,2014.0,2014-01-15 00:00:00,PREG?O ELETR?NICO,3810000.0,,12.0,DIAS,CAMINHÕES COM BAÚ,"PREGÃO ELETRÔNICO POR SRP Nº 02/2014.
Objeto: Registro de Preços para aquisição de caminhões com baú, do tipo operacional para
compor a frota de veículos do SAMU 192-DF da Secretaria de Estado de Saúde do Distrito
Federal, conforme especificações e quantitativos constantes no Termo de Referência, ANEXO
I, do Edital. Processo nº: 060.008.286/2012. Total de 01 item. Valor Total Estimado R$
3.810.000,00. Edital: 03/01/2014 de 08h às 12h e de 14h às 17h. Entrega das Propostas: a partir
de 03/01/2014 às 08h no site www.comprasnet.gov.br. Abertura das Propostas: 15/01/2014
às 14h no site www.comprasnet.gov.br. Informações Gerais: O Edital encontra-se disponibilizado sem ônus, no sítio: www.comprasnet.gov.br e com ônus no endereço: SAIN ? Setor
de Áreas Isoladas Norte ? Parque Rural s/nº - Asa Norte ? Bloco ?A?, 1° andar, sala 83/124,
Central de Compras da SUAG/SES, CEP 70770-200, Brasília/DF.
CERIZE HELENA SOUZA SALES
Pregoeira",,,AQUISIÇÃO (OUTROS),Unlabeled
11,-21.063782,7.2679529999999986,2123,NÃO,3,2014,SES,Secretaria  de Estado de Saúde do Distrito Federal,2014-01-06,3.0,2014.0,2014-01-16 00:00:00,PREG?O ELETR?NICO,197380.62,,10.0,DIAS,MATERIAIS LABORATORIAIS PADRONIZADOS PELA SES,"AVISO DE ABERTURA
PREGÃO ELETRÔNICO POR SRP Nº 03/2014.
Objeto: Registro de Preços para eventual aquisição de Materiais Laboratoriais padronizados pela
Secretaria de Estado de Saúde do Distrito Federal, Materiais para Realização de Exames sem Necessidade
de uso de Equipamentos, conforme especificações e quantitativos constantes no Termo
de Referência, ANEXO I, do Edital. Processo nº: 060.002.619/2013. Total de 13 itens. Valor Total
Estimado R$ 197.380,62. Edital: 06/01/2014 de 08h às 12h e de 14h às 17h. Entrega das Propostas:
a partir de 06/01/2014 às 08h no site www.comprasnet.gov.br. Abertura das Propostas: 16/01/2014 às
09h no site www.comprasnet.gov.br. Informações Gerais: O Edital encontra-se disponibilizado sem
ônus, no sítio: www.comprasnet.gov.br e com ônus no endereço: SAIN ? Setor de Áreas Isoladas
Norte ? Parque Rural s/nº - Asa Norte ? Bloco ?A?, 1° andar, sala 83/124, Central de Compras da
SUAG/SES, CEP 70770-200, Brasília/DF.
JANET GOMES DOS SANTOS ALENCAR
Pregoeira",,,AQUISIÇÃO (OUTROS),Unlabeled
